RUN,Hit Finding,SeparateStrongFromWeak,FinerInspection,IncreaseThreshold -t 50,IncreaseThreshold -t 100,sortHits,Ice Ratio (%),SAMPLE,COMMENT,NOZZLE,DATE (m/d/y),START TIME (hh:mm:ss),END TIME (hh:mm:ss),LENGTH (mm:ss),MCC ENERGY (eV),PULSE LENGTH (fs),REP RATE    (Hz),CHARGE (pC),PULSE ENERGY (mJ),FOCAL SIZE (um^2),SILICON FILTERS (um),TRANSMISSION,ATTENUATION CHANGED DURING RUN?,ATTENUATOR IN FRONT OF FRONT DETECTOR (um),SAMPLE-DETECTOR Z (mm),DS1 POS Z (mm),DS1 QMAX (Å-1),DS1 MOVED DURING RUN?,DSD POS Z (mm),DSD QMAX (Å-1),DSD MOVED DURING RUN?,SAMPLE X POS ROUGH (mm),SAMPLE Y POS ROUGH (mm),SAMPLE Z POS ROUGH (mm),SAMPLE X POS FINE (encoder),SAMPLE Z POS FINE (encoder),DISTANCE FROM NOZZLE (mm),CHANGED Y OR Z POS DURING RUN?,PRESSURE SAMPLE CHAMBER (torr),PRESSURE DETECTOR STAGE (torr),GAS PRESSURE (PSI N2),LIQUID PRESSURE (PSI He),PIEZO WAVEFORM,PIEZO FREQUENCY (Hz),PIEZO AMPLITUDE (Vpp),NOZZLE DIAMETER (pixels),JET DIAMETER MEASURE AT?,JET DIAMETER (um),FLOW RATE (ul/min),DROPLET VELOCITY (m/s),DROPLET DIAMETER (um),DROPLET-DROPLET DISTANCE (um),CALCULATED TEMPERATURE (K),DAQ MODE,# OF FILES (.xtc),SIZE (GB),FRAMES / GB,FRAMES PROCESSED,#HITS hitfinder,RATE (%) hitfinder,#ICEHITS hitfinder,ICE RATIO,COMMENT copy,run copy,runnum,nxtc,sizextc,nfr,darksub,hitf,nhitf,hitfADC,hitfNAT,hitfr,icef,nicef,icefADC,icefNAT,icefr,comment,type0,type0 < 50ADUs,50ADUs < type0 < 100ADUs,type1,type1 < 50ADUs,50ADUs < type1 < 100ADUs,type2,type3,strong hits,strong hits > 50ADUs,strong hits > 100ADUs,type0 damagedHits,type1 damagedHits,type0 failedFits,type1 failedFits,type0 damagedHits > 50ADUs,type1 damagedHits > 50ADUs,type0 failedFits > 50ADUs,type1 failedFits > 50ADUs,type0 damagedHits > 100ADUs,type1 damagedHits > 100ADUs,type0 failedFits > 100ADUs,type1 failedFits > 100ADUs
197,X: 927 hits,,,,,,,D2O,~15 um droplets ~10 mm away from the nozzle,CXI Feb2011-2,1/21/2013,23:40:53,23:57:47,16:54,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0122,-449.9878,,,,,,5.6738,-133.4999,4.4004,-43,-1500486,10.2485137113144,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,15,1146,104,119673,927,0.77,0,0.00,~15 um droplets ~10 mm away from the nozzle,197,197,15,1146,119673,-1,1,927,100,100000,0.77,1,0,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
198,X: 258 hits,,,,,,,D2O,~15 um droplets ~10 mm away from the nozzle,CXI Feb2011-2,1/21/2013,23:57:53,00:02:56,5:03,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,5.6738,-133.4999,4.4004,-43,-1500486,10.2485137113144,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,5,340,106,36076,258,0.72,0,0.00,~15 um droplets ~10 mm away from the nozzle,198,198,5,340,36076,-1,1,258,100,100000,0.72,1,0,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
199,X: 0 hits,,,,,,,D2O,~15 um droplets ~15 mm away from the nozzle,CXI Feb2011-2,1/22/2013,00:08:14,00:09:06,0:52,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,220,129.0122,-449.9878,,,,,,4.3965,-128.4999,4.8496,-40,-1500484,15.428282666325,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,5,60,104,6228,0,0.00,0,0.00,~15 um droplets ~15 mm away from the nozzle,199,199,5,60,6228,-1,1,0,100,100000,0,1,0,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
200,X: 216 hits,,,,,,,D2O,~15 um droplets ~15 mm away from the nozzle,CXI Feb2011-2,1/22/2013,00:09:08,00:14:56,5:48,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0124,-449.9876,,,,,,4.3965,-128.4999,4.8496,-40,-1500484,15.428282666325,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,5,396,98,38667,216,0.56,1,0.00,~15 um droplets ~15 mm away from the nozzle,200,200,5,396,38667,-1,1,216,100,100000,0.56,1,1,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
201,X: 810 hits,,,,,,,D2O,~15 um droplets ~15 mm away from the nozzle,CXI Feb2011-2,1/22/2013,00:14:57,00:36:06,21:09,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0122,-449.9878,,,,,,4.3965,-128.4999,4.8496,-40,-1500484,15.428282666325,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1432,106,151763,810,0.53,3,0.00,~15 um droplets ~15 mm away from the nozzle,201,201,20,1432,151763,-1,1,810,100,100000,0.53,1,3,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
202,X: 1460 hits,,,,,,,D2O,~15 um droplets ~15 mm away from the nozzle,CXI Feb2011-2,1/22/2013,00:38:03,1:09:13,0:31:10,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0122,-449.9878,,,,,,4.4082,-128.4999,4.8496,-40,-1500484,15.4253910626935,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,25,2114,106,223999,1460,0.65,0,0.00,~15 um droplets ~15 mm away from the nozzle,202,202,25,2114,223999,-1,1,1460,100,100000,0.65,1,0,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
203,X: 1105 hits,,,,,,,D2O,~15 um droplets ~15 mm away from the nozzle,CXI Feb2011-2,1/22/2013,1:09:14,1:31:33,22:19,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0122,-449.9878,,,,,,4.4082,-128.4999,4.8496,-40,-1500484,15.4253910626935,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1513,106,160264,1105,0.69,3,0.00,~15 um droplets ~15 mm away from the nozzle,203,203,20,1513,160264,-1,1,1105,100,100000,0.69,1,3,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
204,X: 983 hits,,,,,,,D2O,~15 um droplets ~20 mm away from the nozzle,CXI Feb2011-2,1/22/2013,1:35:18,1:59:09,23:51,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0124,-449.9876,,,,,,3.1855,-123.4999,5.3203,-36,-1500480,20.5936527832491,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1620,106,171470,983,0.57,0,0.00,~15 um droplets ~20 mm away from the nozzle,204,204,20,1620,171470,-1,1,983,100,100000,0.57,1,0,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
205,X: 802 hits,,,,,,,D2O,~15 um droplets ~20 mm away from the nozzle,CXI Feb2011-2,1/22/2013,2:00:18,2:20:56,20:38,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,3.1963,-123.499,5.3203,-34,-1500484,20.5918884029228,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1398,106,148134,802,0.54,0,0.00,~15 um droplets ~20 mm away from the nozzle,205,205,20,1398,148134,-1,1,802,100,100000,0.54,1,0,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
206,X: 827 hits,,,,,,,D2O,~15 um droplets ~20 mm away from the nozzle,CXI Feb2011-2,1/22/2013,2:20:59,2:42:50,21:51,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0122,-449.9878,,,,,,3.1982,-123.499,5.3203,-34,-1500484,20.5914254081505,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1481,106,156935,827,0.53,1,0.00,~15 um droplets ~20 mm away from the nozzle,206,206,20,1481,156935,-1,1,827,100,100000,0.53,1,1,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
207,,,,,,,,dark calibration,,,1/22/2013,2:43:26,2:45:18,2:15,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,155,104,16161,0,0.00,0,0.00,,207,207,5,155,16161,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
208,X: 1 hits,,,,,,,D2O,~15 um droplets ~25 mm away from the nozzle,CXI Feb2011-2,1/22/2013,2:45:22,2:47:16,1:54,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,220,129.0124,-449.9876,,,,,,1.9619,-118.499,5.7803,-30,-1500485,25.7623356885833,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,5,130,105,13634,1,0.01,1,0.01,~15 um droplets ~25 mm away from the nozzle,208,208,5,130,13634,-1,1,1,100,100000,0.01,1,1,2000,40,0.01,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
209,X: 710 hits,,,,,,,D2O,~15 um droplets ~25 mm away from the nozzle,CXI Feb2011-2,1/22/2013,2:47:23,3:11:09,23:46,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0124,-449.9876,,,,,,1.9658,-118.499,5.7803,-31,-1500491,25.7613856439813,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1615,106,170847,710,0.42,4,0.00,~15 um droplets ~25 mm away from the nozzle,209,209,20,1615,170847,-1,1,710,100,100000,0.42,1,4,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
210,X: 1023 hits,,,,,,,D2O,~15 um droplets ~25 mm away from the nozzle,CXI Feb2011-2,1/22/2013,3:11:48,3:41:38,0:29:50,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,1.916,-118.5,5.7803,-82,-1500479,25.7724880394239,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,25,2024,106,214396,1023,0.48,3,0.00,~15 um droplets ~25 mm away from the nozzle,210,210,25,2024,214396,-1,1,1023,100,100000,0.48,1,3,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
211,X: 769 hits,,,,,,,D2O,~15 um droplets ~25 mm away from the nozzle,CXI Feb2011-2,1/22/2013,3:41:39,4:05:43,0:24:04,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,1.916,-118.5,5.7803,-82,-1500479,25.7724880394239,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1634,106,173058,769,0.44,0,0.00,~15 um droplets ~25 mm away from the nozzle,211,211,20,1634,173058,-1,1,769,100,100000,0.44,1,0,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
212,,,,,,,,dark calibration,,,1/22/2013,4:05:49,4:08:28,2:39,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,180,106,19029,0,0.00,0,0.00,,212,212,5,180,19029,-1,1,0,1,1000,0,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
213,,,,,,,,D2O,~15 um droplets ~30 mm away from the nozzle,CXI Feb2011-2,1/22/2013,4:08:30,4:10:35,2:05,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,220,129.0124,-449.9876,,,,,,0.6904,-113.4999,6,-82,-1500480,30.921722968687,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,5,140,107,14932,0,0.00,0,0.00,~15 um droplets ~30 mm away from the nozzle,213,213,5,140,14932,-1,1,0,100,100000,0,1,0,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
214,X: 526 hits,,,,,,,D2O,~15 um droplets ~30 mm away from the nozzle,CXI Feb2011-2,1/22/2013,4:10:38,4:32:08,21:30,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0124,-449.9876,,,,,,0.6738,-113.4999,6,-80,-1500476,30.9257705205711,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1458,106,154470,526,0.34,2,0.00,~15 um droplets ~30 mm away from the nozzle,214,214,20,1458,154470,-1,1,526,100,100000,0.34,1,2,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
215,X: 477 hits,,,,,,,D2O,~15 um droplets ~30 mm away from the nozzle,CXI Feb2011-2,1/22/2013,4:32:10,4:55:27,23:17,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0124,-449.9876,,,,,,0.6738,-113.4999,6,-80,-1500476,30.9257705205711,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1579,106,167328,477,0.29,4,0.00,~15 um droplets ~30 mm away from the nozzle,215,215,20,1579,167328,-1,1,477,100,100000,0.29,1,4,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
216,X: 814 hits,,,,,,,D2O,~15 um droplets ~30 mm away from the nozzle,CXI Feb2011-2,1/22/2013,4:57:03,5:25:44,0:28:41,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,0.6885,-113.4999,6,-80,-1500472,30.9221908380895,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,25,1950,106,206222,814,0.39,2,0.00,~15 um droplets ~30 mm away from the nozzle,216,216,25,1950,206222,-1,1,814,100,100000,0.39,1,2,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
217,X: 947 hits,,,,,,,D2O,~15 um droplets ~30 mm away from the nozzle,CXI Feb2011-2,1/22/2013,5:25:47,6:03:53,0:38:06,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,0.708,-113.4999,6,-81,-1500490,30.9174423558111,,3.40E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,30,2585,106,273875,947,0.35,5,0.00,~15 um droplets ~30 mm away from the nozzle,217,217,30,2585,273875,-1,1,947,100,100000,0.35,1,5,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
218,X: 1090 hits,,,,,,,D2O,~15 um droplets ~35 mm away from the nozzle,CXI Feb2011-2,1/22/2013,6:10:05,6:45:35,0:35:30,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0124,-449.9876,,,,,,0.3398,-108.499,6.5498,167462,-1500480,36.0887446812746,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,30,2409,106,255033,1090,0.43,4,0.00,~15 um droplets ~35 mm away from the nozzle,218,218,30,2409,255033,-1,1,1090,100,100000,0.43,1,4,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
219,X: 136 hits,,,,,,,D2O,~15 um droplets ~35 mm away from the nozzle,CXI Feb2011-2,1/22/2013,6:45:37,6:48:58,3:21,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0124,-449.9876,,,,,,0.3398,-108.499,6.5498,167462,-1500480,36.0887446812746,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,5,181,106,19223,136,0.71,1,0.01,~15 um droplets ~35 mm away from the nozzle,219,219,5,181,19223,-1,1,136,100,100000,0.71,1,1,2000,40,0.01,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
220,,,,,,,,D2O,bad run,CXI Feb2011-2,1/22/2013,,,,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0126,-449.9874,,,,,,0.3398,-108.499,6.5498,167462,-1500480,36.0887446812746,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,5,4,0,-1,-1,-1.00,-1,-1.00,bad run,220,220,5,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,no cheetah log file inside cheetah dir,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
221,X: 549 hits,,,,,,,D2O,~15 um droplets ~35 mm away from the nozzle,CXI Feb2011-2,1/22/2013,6:49:55,7:05:41,15:46,9400,50,120,150,3,1.5x1.5,0,1.00E+00,,220,129.0124,-449.9876,,,,,,0.3398,-108.499,6.5498,168415,-1500480,36.0898953689256,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,16,1069,106,113374,549,0.48,1,0.00,~15 um droplets ~35 mm away from the nozzle,221,221,16,1069,113374,-1,1,549,100,100000,0.48,1,1,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
222,,,,,,,,dark calibration,,,1/22/2013,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,81,104,8404,0,0.00,0,0.00,,222,222,4,81,8404,-1,1,0,1,1000,0,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
223,X: 470 hits,,,,,,,D2O,~15 um droplets ~35 mm away from the nozzle,CXI Feb2011-2,1/22/2013,,,,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,0.3398,-108.499,6.6504,164352,-1500482,36.0932149847631,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,12,749,106,79365,470,0.59,2,0.00,~15 um droplets ~35 mm away from the nozzle,223,223,12,749,79365,-1,1,470,100,100000,0.59,1,2,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
224,X: 1075 hits,,,,,,,D2O,~15 um droplets ~35 mm away from the nozzle,CXI Feb2011-2,1/22/2013,,,,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,0.3398,-108.499,6.6504,164352,-1500475,36.0932178938073,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1772,106,187080,1075,0.57,4,0.00,~15 um droplets ~35 mm away from the nozzle,224,224,20,1772,187080,-1,1,1075,100,100000,0.57,1,4,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
225,X: 516 hits,,,,,,,D2O,~15 um droplets ~35 mm away from the nozzle,CXI Feb2011-2,1/22/2013,,,,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,0.3398,-108.499,6.6504,164334,-1500485,36.0931920513364,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,20,1428,106,151364,516,0.34,1,0.00,~15 um droplets ~35 mm away from the nozzle,225,225,20,1428,151364,-1,1,516,100,100000,0.34,1,1,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
226,,,,,,,,dark calibration,,,1/22/2013,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,215,106,22836,0,0.00,0,0.00,,226,226,5,215,22836,-1,1,0,1,1000,0,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
227,X: 13 hits,,,,,,,D2O,~15 um droplets ~40 mm away from the nozzle,CXI Feb2011-2,1/22/2013,,,,9400,50,120,150,3,1.5x1.5,400,2.78E-02,,,129.0124,-449.9876,,,,,,0.3398,-103.499,6.9102,401808,-1500485,41.2361240957713,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,15,1015,20,20399,13,0.06,1,0.00,~15 um droplets ~40 mm away from the nozzle,227,227,15,1015,20399,-1,1,13,100,100000,0.06,1,1,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
228,X: 415 hits,,,,,,,D2O,~15 um droplets ~40 mm away from the nozzle,CXI Feb2011-2,1/22/2013,,,,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0126,-449.9874,,,,,,0.3398,-103.499,6.9102,398749,-1500479,41.232462868181,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,15,1380,106,146265,415,0.28,5,0.00,~15 um droplets ~40 mm away from the nozzle,228,228,15,1380,146265,-1,1,415,100,100000,0.28,1,5,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
229,X: 441 hits,,,,,,,D2O,~15 um droplets ~40 mm away from the nozzle,CXI Feb2011-2,1/22/2013,,,,9400,50,120,150,3,1.5x1.5,240,1.16E-01,,,129.0124,-449.9876,,,,,,0.3398,-103.499,6.9102,393613,-1500487,41.2263206252065,,3.30E-04,,600,320,SINE,1.00E+05,30,,,,,,,,,,15,975,106,102884,441,0.43,2,0.00,~15 um droplets ~40 mm away from the nozzle,229,229,15,975,102884,-1,1,441,100,100000,0.43,1,2,2000,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
230,,,,,,,,dark calibration,,,1/22/2013,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,95,107,10157,0,0.00,0,0.00,,230,230,5,95,10157,-1,1,0,1,1000,0,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
