69,,,,,H2O,~40 um droplets ~16 mm away from the nozzle; high Q,droplet dispenser,-400.0002,178.9998,2/27/2011, 02:21:44, 02:26:42,4:58,9367,50,120,150,3.17,2x3,,,,,,-11.5125,76.5942,-14.0001,3543,-59629.999,15.68,,NO,,,SINE,106000,8,12,,,120Hz-Cont,4,158.009,23.34,8287
70,,,,,H2O,~40 um droplets ~16 mm away from the nozzle; low Q,droplet dispenser,-160.0002,418.9998,2/27/2011, 02:28:12, 02:39:03,10:51,9367,50,120,150,3.17,2x3,200,,,,,-11.5125,76.5942,-14.0001,3544.999,-59629.999,15.68,YES (FINE Y),NO,,,SINE,106000,8,12,,,120Hz-Cont,4,344.483,9.37,7256
71,,,,,H2O,~40 um droplets ~16 mm away from the nozzle; low Q,droplet dispenser,-160.0002,418.9998,2/27/2011, 02:39:04, 03:04:42,25:38,9367,50,120,150,3.17,2x3,40,,,,,-11.5125,76.5942,-14.0001,3561,-59617.999,15.67,YES (FINE Y),NO,,,SINE,106000,8,12,,,120Hz-Cont,12,817.207,14.44,11936
72,,,,,H2O,~40 um droplets ~16 mm away from the nozzle; low Q,droplet dispenser,-160.0002,418.9998,2/27/2011, 03:09:19, 03:16:16,6:57,9367,50,120,150,3.17,2x3,,,,,,-11.5125,76.5942,-14.0001,3759,-59647.999,15.7,,RULER,,,SINE,106000,8,12,,,120Hz-Cont,4,222.136,15.42,7694
73,,,,,H2O,~40 um droplets ~31 mm away from the nozzle; high Q,droplet dispenser,-439.9998,139.0002,2/27/2011, 03:32:13, 03:39:06,6:53,9367,50,120,150,3.17,2x3,,,,,,-11.1224,91.5942,-15.0999,4977,-59647.999,30.7,,NO,,,SINE,106000,8,12,,,120Hz-Cont,4,217.623,17.74,8673
74,,,,,H2O,~40 um droplets ~31 mm away from the nozzle; high Q,droplet dispenser,-400.0004,178.9996,2/27/2011, 03:39:18, 03:44:21,5:03,9367,50,120,150,3.17,2x3,,,,,,-11.2223,91.5942,-15.0999,4927.001,-59647.999,30.7,,NO,,,SINE,106000,8,12,,,120Hz-Cont,4,159.317,22.01,7877
75,,,,,H2O,~40 um droplets ~31 mm away from the nozzle; low Q,droplet dispenser,-160.0002,418.9998,2/27/2011, 03:45:33, 04:06:11,20:38,9367,50,120,150,3.17,2x3,,,,,,-11.2223,91.5942,-15.0999,4917,-59647.999,30.7,,RULER,,,SINE,106000,8,12,,,120Hz-Cont,8,660.298,6.53,5397
76,,,,,dark calibration,,,-160.0002,418.9998,2/27/2011, 04:06:44, 04:07:02,0:18,9367,50,120,150,3.17,2x3,,,,,,-11.2223,91.5942,-15.0999,4957.001,-59647.999,30.7,,,,,,,8,12,,,120Hz-Cont,4,8.62243,0,0
77,,,,,H2O,~40 um droplets ~41 mm away from the nozzle; high Q,droplet dispenser,-439.9998,139.0002,2/27/2011, 04:22:02, 04:30:31,8:29,9367,50,120,150,3.17,2x3,,,,,,-11.2223,101.5942,-16.5001,4887,-59647.999,40.7,,RULER,3.00E-03,1.00E-03,SINE,106000,8,12,,,120Hz-Cont,4,271.197,17.15,10448
78,,,,,H2O,~40 um droplets ~41 mm away from the nozzle; high Q,droplet dispenser,-416.3574,162.6426,2/27/2011, 04:30:48, 04:49:56,19:08,9367,50,120,150,3.17,2x3,200,,YES,,YES,-11.2223,101.5942,-16.5001,4936.999,-59647.999,40.7,,NO,,,SINE,106000,8,12,,,120Hz-Cont,8,589.158,6.75,5580
79,,,,,H2O,~40 um droplets ~41 mm away from the nozzle; high Q,droplet dispenser,-439.9998,139.0002,2/27/2011, 05:43:05, 05:53:22,10:17,9367,50,120,150,3.17,2x3,,,,,,-10.9224,101.5942,-13.0001,4927.001,-59647.999,40.7,,RULER,,,SINE,69000,8,0,,,120Hz-Cont,8,371.591,9.34,6846
80,,,,,H2O,~40 um droplets ~41 mm away from the nozzle; high Q,droplet dispenser,-400.0004,178.9996,2/27/2011, 05:53:52, 05:57:36,3:44,9367,50,120,150,3.17,2x3,,,,,,-10.9224,101.5942,-13.0001,4936.999,-59647.999,40.7,,NO,,,SINE,69000,8,0,,,120Hz-Cont,4,133.755,3.21,856
